Rank,Company,Country,Sales,Profits,Assets,Market Value,ISO-ALPHA-3,ISO-ALPHA-2,IOC,FIFA,Latitude,Longitude,ISO-Name,Historical,WikiData_ID,WikiData_Latitude,WikiData_Longitude,WikiData_Label,WikiData_Description
165,Valero Energy,United States,174.43,13.64,60.18,38.7,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
166,Philip Morris International,United States,31.81,8.69,62.06,148.33,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
167,FedEx,United States,92.62,2.99,85.78,57.63,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
167,MetLife,United States,69.53,1.95,674.27,41.86,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
167,Occidental Petroleum,United States,36.25,13.22,74.76,54.63,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
170,BYD,China,68.06,2.89,79.61,87.01,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
171,Banco do Brasil,Brazil,53.98,5.76,380.27,24.85,BRA,BR,BRA,BRA,-14.235004,-51.92528,1,0,Q155,-14.0,-53.0,Brazil,country in South America
171,Medtronic,Ireland,30.77,4.07,94.13,119.82,IRL,IE,IRL,IRL,53.41291,-8.24389,1,0,Q27,53.0,-8.0,Republic of Ireland,sovereign state in northwestern Europe covering five-sixths of the island of Ireland
173,Banco Bradesco,Brazil,56.26,3.49,357.45,31.6,BRA,BR,BRA,BRA,-14.235004,-51.92528,1,0,Q155,-14.0,-53.0,Brazil,country in South America
174,Møller-Maersk,Denmark,76.61,24.83,85.49,30.17,DNK,DK,DEN,DEN,56.26392,9.501785,1,0,Q35,56.0,10.0,Denmark,country in northern Europe
175,IBM,United States,60.58,1.83,133.64,112.28,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
176,UniCredit,Italy,21.03,6.79,915.46,40.14,ITA,IT,ITA,ITA,41.87194,12.56738,1,0,Q38,42.5,12.5,Italy,country in Southern Europe
177,América Móvil,Mexico,43.57,3.84,88.24,66.81,MEX,MX,MEX,MEX,23.634501,-102.552784,1,0,Q96,23.0,-102.0,Mexico,sovereign state in North America
178,Enel,Italy,132.19,1.34,229.91,68.9,ITA,IT,ITA,ITA,41.87194,12.56738,1,0,Q38,42.5,12.5,Italy,country in Southern Europe
179,Southern Company,United States,29.12,3.36,134.76,81.72,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
180,Qualcomm,United States,41.07,10.54,48.36,121.18,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
181,Oversea-Chinese Banking,Singapore,25.39,4.17,417.5,42.89,SGP,SG,SGP,SIN,1.352083,103.819836,1,0,Q334,1.3,103.8,Singapore,sovereign city-state in Southeast Asia
182,L'Oréal,France,40.21,6.0,49.99,250.39,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
183,Canadian Imperial Bank,Canada,28.83,3.65,690.97,37.69,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
184,HCA Healthcare,United States,60.88,5.73,52.71,76.52,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
185,Duke Energy,United States,29.14,2.67,183.34,76.52,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
186,Honeywell International,United States,35.94,5.23,59.88,132.08,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
187,GSK,United Kingdom,35.0,5.35,72.45,74.45,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
188,Deutsche Bank,Germany,44.54,5.59,1419.75,21.65,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
189,McKesson,United States,273.9,3.14,62.69,50.1,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
190,DBS,Singapore,16.11,5.94,554.45,61.9,SGP,SG,SGP,SIN,1.352083,103.819836,1,0,Q334,1.3,103.8,Singapore,sovereign city-state in Southeast Asia
191,China Everbright Bank,China,41.48,6.65,974.22,19.73,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
192,Mondelez International,United States,32.9,3.94,72.79,105.63,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
193,Tokio Marine Holdings,Japan,48.67,2.42,216.93,39.82,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
194,Union Pacific,United States,25.07,7.0,65.97,122.69,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
195,Enbridge,Canada,37.69,2.11,130.84,80.51,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
195,Porsche Automobil Holding,Germany,41.27,5.56,50.07,115.76,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
197,Westpac Banking Group,Australia,18.71,4.05,653.08,50.44,AUS,AU,AUS,AUS,-25.274398,133.775136,1,0,Q408,-28.0,137.0,Australia,country in Oceania
198,China Railway Group,China,171.53,4.37,232.03,18.82,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
199,Midea Group,China,52.99,4.42,64.19,56.21,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
200,ING Group,Netherlands,19.51,3.86,1032.9,43.32,NLD,NL,NED,NED,52.132633,5.291266,1,0,Q55,52.32,5.55,Netherlands,"country in western Europe, continental part of Kingdom of the Netherlands"
201,Eli Lilly,United States,27.69,5.69,53.16,406.11,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
201,Humana,United States,95.64,3.12,54.78,66.85,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
203,Target,United States,109.12,2.78,53.34,71.95,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
204,Archer Daniels Midland,United States,102.28,4.46,58.8,41.37,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
205,NatWest Group,United Kingdom,22.71,4.7,860.1,31.03,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
206,Schneider Electric,France,35.92,3.65,62.29,97.63,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
207,National Grid,United Kingdom,26.72,4.0,112.27,53.39,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
207,Qatar National Bank,Qatar,21.18,3.84,323.6,43.04,QAT,QA,QAT,QAT,25.354826,51.183884,1,0,Q846,25.27,51.21,Qatar,sovereign state in western Asia
209,E.ON,Germany,121.56,1.93,163.48,34.79,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
210,China Minsheng Bank,China,45.01,4.7,1043.73,18.63,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
210,Nike,United States,50.64,5.48,38.29,194.58,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
212,Gilead Sciences,United States,26.84,5.58,61.88,99.48,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
213,RWE Group,Germany,40.32,2.86,188.79,33.95,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
214,ArcelorMittal,Luxembourg,79.53,9.04,94.55,21.15,LUX,LU,LUX,LUX,49.815273,6.129583,1,0,Q32,49.77,6.13,Luxembourg,country in Western Europe
215,BlackRock,United States,17.39,4.9,121.4,96.82,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
215,Suncor Energy,Canada,44.92,6.97,62.45,39.03,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
217,McDonald's,United States,23.41,6.88,52.01,216.55,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
218,Canadian Natural Resources,Canada,30.42,7.28,55.61,63.25,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
219,Nordea Bank,Finland,17.97,4.64,656.35,38.57,FIN,FI,FIN,FIN,61.92411,25.748151,1,0,Q33,65.0,27.0,Finland,country in northern Europe
220,China Resources Land,Hong Kong,30.61,4.14,155.55,33.12,HKG,HK,HKG,HKG,22.396428,114.109497,1,0,Q8646,22.28,114.16,Hong Kong,special administrative region of China
221,SAP,Germany,32.48,2.11,79.89,156.95,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
222,Travelers,United States,37.79,2.78,108.9,42.11,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
223,Netflix,United States,31.91,4.2,49.49,143.48,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
224,JD.com,China,155.26,1.49,85.63,56.26,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
225,Dell Technologies,United States,101.56,2.44,89.61,33.2,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
226,Oil & Natural Gas,India,86.06,5.38,77.27,24.65,IND,IN,IND,IND,20.593684,78.96288,1,0,Q668,22.8,83.0,India,country in South Asia
227,CK Hutchison,Hong Kong,33.52,4.68,147.14,26.21,HKG,HK,HKG,HKG,22.396428,114.109497,1,0,Q8646,22.28,114.16,Hong Kong,special administrative region of China
228,China Vanke,China,75.64,3.33,253.66,18.4,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
229,Vodafone,United Kingdom,49.74,2.25,154.24,32.36,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
230,Volvo Group,Sweden,48.07,3.71,63.11,41.03,SWE,SE,SWE,SWE,60.128161,18.643501,1,0,Q34,61.0,15.0,Sweden,sovereign state in northern Europe
231,Seven & I Holdings,Japan,88.03,2.09,77.46,40.76,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
232,HDFC,India,19.04,3.26,132.82,60.58,IND,IN,IND,IND,20.593684,78.96288,1,0,Q668,22.8,83.0,India,country in South Asia
233,Bank of New York Mellon,United States,23.05,2.78,425.11,33.11,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
234,Anglo American,United Kingdom,35.05,4.37,67.41,41.3,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
235,Mastercard,United States,22.82,9.66,38.94,364.34,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
236,Novo Nordisk,Denmark,26.32,8.54,36.47,359.43,DNK,DK,DEN,DEN,56.26392,9.501785,1,0,Q35,56.0,10.0,Denmark,country in northern Europe
237,Northrop Grumman,United States,37.11,4.78,44.24,67.85,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
238,PTT ,Thailand,96.0,2.61,98.62,25.6,THA,TH,THA,THA,15.870032,100.992541,1,0,Q869,14.0,101.0,Thailand,sovereign state in Southeast Asia
239,PayPal,United States,27.06,2.42,78.72,84.18,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
240,ASML Holding,Netherlands,25.36,7.16,38.19,254.33,NLD,NL,NED,NED,52.132633,5.291266,1,0,Q55,52.32,5.55,Netherlands,"country in western Europe, continental part of Kingdom of the Netherlands"
241,NVIDIA,United States,26.97,4.37,41.18,708.4,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
242,3M,United States,33.43,5.45,46.89,57.02,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
243,Poly Developments & Holdings Group,China,40.07,2.7,210.72,24.7,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
244,General Dynamics,United States,39.9,3.39,52.1,58.14,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
245,Macquarie Group,Australia,17.22,3.43,260.81,44.21,AUS,AU,AUS,AUS,-25.274398,133.775136,1,0,Q408,-28.0,137.0,Australia,country in Oceania
246,EOG Resources,United States,28.43,9.39,41.02,66.77,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
247,Takeda Pharmaceutical,Japan,29.99,2.09,102.35,52.78,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
248,Air Liquide,France,31.46,2.9,52.85,93.96,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
249,Aflac,United States,19.03,4.36,133.87,40.84,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
250,Sun Life Financial,Canada,31.56,2.4,240.68,28.42,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
251,Orange,France,45.69,2.05,120.79,34.05,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
252,Cosco Shipping,China,58.34,16.42,73.62,18.5,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
252,Kraft Heinz Company,United States,26.93,2.42,90.94,50.71,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
254,Nutrien,Canada,37.75,7.61,54.59,32.33,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
255,Standard Chartered,United Kingdom,28.57,2.84,820.68,21.36,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
256,KIA,South Korea,70.17,4.96,58.29,26.04,KOR,KR,KOR,KOR,35.907757,127.766922,0,0,Q884,36.0,128.0,South Korea,sovereign state in East Asia
257,Dow,United States,53.49,2.9,59.32,38.48,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
258,SAIC Motor,China,102.5,1.95,137.97,23.04,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
259,Centene,United States,146.25,1.48,82.98,37.53,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
260,The Saudi National Bank,Saudi Arabia,11.77,5.09,260.02,58.23,SAU,SA,KSA,KSA,23.885942,45.079162,1,0,Q851,23.72,44.12,Saudi Arabia,sovereign state in western Asia
261,Sumitomo,Japan,50.33,4.51,77.25,22.82,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
262,EssilorLuxottica,France,25.74,2.26,64.63,90.12,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
263,"Merck KGaA, Darmstadt, Germany and its affiliates",Germany,23.36,3.49,52.34,79.2,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
264,Schlumberger,United States,29.93,3.87,43.85,65.21,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
265,China Railway Construction,China,160.59,3.93,231.63,12.46,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
266,Kroger,United States,148.26,2.22,52.21,35.32,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
266,Marubeni,Japan,73.47,4.24,61.62,23.83,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
268,Holcim,Switzerland,30.56,3.45,62.26,39.59,CHE,CH,SUI,SUI,46.818188,8.227512,1,0,Q39,46.8,8.23,Switzerland,federal state in Western Europe
269,Dai-ichi Life Insurance,Japan,57.61,1.98,480.84,18.03,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
270,Nippon Steel ,Japan,59.52,4.92,71.85,19.78,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
271,Denso,Japan,47.24,2.32,55.67,44.85,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
271,Royal Ahold Delhaize N.V.,Netherlands,91.42,2.68,51.82,32.37,NLD,NL,NED,NED,52.132633,5.291266,1,0,Q55,52.32,5.55,Netherlands,"country in western Europe, continental part of Kingdom of the Netherlands"
273,Inditex,Spain,34.1,4.32,32.56,108.47,ESP,ES,ESP,ESP,40.463667,-3.74922,1,0,Q29,40.2,-3.5,Spain,country in southwestern Europe
273,KBC Group,Belgium,18.46,2.95,379.8,29.1,BEL,BE,BEL,BEL,50.503887,4.469936,1,0,Q31,50.64,4.67,Belgium,country in western Europe since 1830
275,Diageo,United Kingdom,20.84,4.41,46.58,104.22,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
275,Manulife,Canada,12.23,5.6,591.34,36.63,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
277,China Unicom,Hong Kong,52.78,2.52,92.45,24.33,HKG,HK,HKG,HKG,22.396428,114.109497,1,0,Q8646,22.28,114.16,Hong Kong,special administrative region of China
278,KB Financial Group,South Korea,44.38,3.31,557.09,14.15,KOR,KR,KOR,KOR,35.907757,127.766922,0,0,Q884,36.0,128.0,South Korea,sovereign state in East Asia
279,SK Hynix,South Korea,34.53,1.73,82.14,46.11,KOR,KR,KOR,KOR,35.907757,127.766922,0,0,Q884,36.0,128.0,South Korea,sovereign state in East Asia
280,Saint-Gobain,France,53.81,3.16,59.1,29.32,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
281,Cheniere Energy,United States,33.3,7.73,40.27,36.0,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
282,Daimler Truck Holding,Germany,53.54,2.8,68.27,26.35,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
283,PKN Orlen,Poland,62.44,7.94,62.18,17.6,POL,PL,POL,POL,51.919438,19.145136,1,0,Q36,52.0,19.0,Poland,country in Central Europe
284,Zijin Mining Group,China,40.31,2.84,45.89,45.69,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
285,Kweichow Moutai,China,16.65,9.67,37.6,318.07,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
286,Telefónica,Spain,42.03,2.06,117.02,25.48,ESP,ES,ESP,ESP,40.463667,-3.74922,1,0,Q29,40.2,-3.5,Spain,country in southwestern Europe
287,AmerisourceBergen,United States,247.54,1.62,58.77,34.01,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
288,Al Rajhi Bank,Saudi Arabia,10.29,4.52,206.78,79.36,SAU,SA,KSA,KSA,23.885942,45.079162,1,0,Q851,23.72,44.12,Saudi Arabia,sovereign state in western Asia
