Rank,Company,Country,Sales,Profits,Assets,Market Value,ISO-ALPHA-3,ISO-ALPHA-2,IOC,FIFA,Latitude,Longitude,ISO-Name,Historical,WikiData_ID,WikiData_Latitude,WikiData_Longitude,WikiData_Label,WikiData_Description
1091,Abu Dhabi Islamic Bank,United Arab Emirates,2.22,1.02,46.88,10.68,ARE,AE,UAE,UAE,23.424076,53.847818,1,0,Q878,24.4,54.3,United Arab Emirates,sovereign state in Southwest Asia
1092,AvalonBay Communities,United States,2.7,1.02,20.18,25.15,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1093,Dover,United States,8.54,1.07,10.8,20.21,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1093,Greentown China Holdings,China,19.07,0.3885,76.97,3.11,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1095,All Nippon Airways,Japan,12.6,0.6603,25.3,10.36,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1096,Coupang,United States,20.58,-0.092,9.51,30.94,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1096,Csc Financial,China,4.68,0.9883,76.42,8.75,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1098,Eurobank Ergasias,Greece,4.11,1.4,86.94,5.47,GRC,GR,GRE,GRE,39.074208,21.824312,1,0,Q41,38.5,23.0,Greece,country in southeastern Europe
1099,Centrica,United Kingdom,29.24,-0.9632999999999999,34.93,8.12,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
1099,First Quantum Minerals,Canada,7.02,0.7126,24.5,18.45,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
1101,Ball,United States,15.04,0.45,20.11,18.43,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1102,Givaudan,Switzerland,7.45,0.8963,12.44,32.81,CHE,CH,SUI,SUI,46.818188,8.227512,1,0,Q39,46.8,8.23,Switzerland,federal state in Western Europe
1103,Ametek,United States,6.29,1.19,12.62,33.42,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1104,IndusInd Bank,India,5.54,0.9262,55.71,10.19,IND,IN,IND,IND,20.593684,78.96288,1,0,Q668,22.8,83.0,India,country in South Asia
1105,Adyen,Netherlands,9.39,0.5929,8.27,48.91,NLD,NL,NED,NED,52.132633,5.291266,1,0,Q55,52.32,5.55,Netherlands,"country in western Europe, continental part of Kingdom of the Netherlands"
1106,Snam,Italy,3.67,0.7052,34.65,18.72,ITA,IT,ITA,ITA,41.87194,12.56738,1,0,Q38,42.5,12.5,Italy,country in Southern Europe
1107,Jacobs Solutions,United States,15.31,0.6457,14.92,15.1,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1108,E.Sun Financial,Taiwan,1.34,0.575,113.21,12.28,TWN,TW,TPE,TPE,23.69781,120.960515,0,0,Q865,24.0,121.0,Taiwan,"democratic republic in East Asia, also known as the Republic of China since 1949"
1109,Aviva,United Kingdom,-25.51,-1.45,363.59,14.39,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
1110,Teva Pharmaceutical,Israel,14.94,-2.35,44.01,9.74,ISR,IL,ISR,ISR,31.046051,34.851612,1,0,Q801,31.0,35.0,Israel,sovereign state in the Middle East
1111,BAIC Motor,China,28.21,0.6249,24.94,2.35,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1112,China Tourism Group Duty Free ,China,8.32,0.7015,11.62,40.7,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1113,APA,United States,10.41,2.03,13.21,10.25,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1114,DiDi Global,China,20.91,-3.53,18.88,15.35,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1114,Krung Thai Bank,Thailand,4.65,0.9913,104.37,7.52,THA,TH,THA,THA,15.870032,100.992541,1,0,Q869,14.0,101.0,Thailand,sovereign state in Southeast Asia
1116,China Development Financial,Taiwan,9.29,0.5488999999999999,115.08,7.31,TWN,TW,TPE,TPE,23.69781,120.960515,0,0,Q865,24.0,121.0,Taiwan,"democratic republic in East Asia, also known as the Republic of China since 1949"
1117,Comerica,United States,4.12,1.28,91.13,4.8,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1117,Dassault Aviation,France,7.3,0.7527,24.05,15.45,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
1117,Live Nation Entertainment,United States,18.01,0.1765,18.87,17.74,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1120,Industries Qatar,Qatar,5.16,2.42,12.36,21.99,QAT,QA,QAT,QAT,25.354826,51.183884,1,0,Q846,25.27,51.21,Qatar,sovereign state in western Asia
1121,West Japan Railway,Japan,10.3,0.6533,28.07,10.74,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1122,Hoya,Japan,5.38,1.26,7.61,39.4,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1123,Arab National Bank,Saudi Arabia,2.53,0.8177000000000001,56.58,10.78,SAU,SA,KSA,KSA,23.885942,45.079162,1,0,Q851,23.72,44.12,Saudi Arabia,sovereign state in western Asia
1124,Welltower,United States,6.02,0.105,38.49,39.15,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1125,Ferrari,Italy,5.55,1.03,8.71,53.88,ITA,IT,ITA,ITA,41.87194,12.56738,1,0,Q38,42.5,12.5,Italy,country in Southern Europe
1126,Jiangsu Yanghe Brewery,China,4.02,1.48,9.76,32.23,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1126,Schindler Holding,Switzerland,11.88,0.6387,12.76,24.25,CHE,CH,SUI,SUI,46.818188,8.227512,1,0,Q39,46.8,8.23,Switzerland,federal state in Western Europe
1128,Aisin Seiki,Japan,32.49,0.278,31.07,7.94,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1128,Top Frontier Investment Holdings,Philippines,27.63,-0.2692,45.64,0.597,PHL,PH,PHI,PHI,12.879721,121.774017,1,0,Q928,12.0,123.0,Philippines,sovereign state in Southeast Asia
1130,Arca Continental,Mexico,10.8,0.8207000000000001,13.84,17.42,MEX,MX,MEX,MEX,23.634501,-102.552784,1,0,Q96,23.0,-102.0,Mexico,sovereign state in North America
1131,Beijing-Shanghai High-Speed Railway,China,3.3,0.2085,42.35,40.71,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1132,Punjab National Bank,India,11.74,0.2318,172.85,7.05,IND,IN,IND,IND,20.593684,78.96288,1,0,Q668,22.8,83.0,India,country in South Asia
1133,ZIM Integrated Shipping Services,Israel,12.56,4.62,11.63,2.1,ISR,IL,ISR,ISR,31.046051,34.851612,1,0,Q801,31.0,35.0,Israel,sovereign state in the Middle East
1134,AutoNation,United States,26.63,1.3,10.36,6.08,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1134,Dick's Sporting Goods,United States,12.37,1.04,9.8,12.12,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1136,Nedbank,South Africa,7.08,0.8782000000000001,73.64,5.53,ZAF,ZA,RSA,RSA,-30.559482,22.937506,1,0,Q258,-29.0,24.0,South Africa,sovereign state in Southern Africa
1137,Beijing Enterprises,Hong Kong,11.79,0.9671000000000001,28.32,5.56,HKG,HK,HKG,HKG,22.396428,114.109497,1,0,Q8646,22.28,114.16,Hong Kong,special administrative region of China
1138,Yuanta Financial Holding,Taiwan,4.03,0.7197,98.13,9.32,TWN,TW,TPE,TPE,23.69781,120.960515,0,0,Q865,24.0,121.0,Taiwan,"democratic republic in East Asia, also known as the Republic of China since 1949"
1139,Aena,Spain,4.72,1.18,16.91,24.12,ESP,ES,ESP,ESP,40.463667,-3.74922,1,0,Q29,40.2,-3.5,Spain,country in southwestern Europe
1140,Korean Air,South Korea,10.91,1.33,22.93,6.38,KOR,KR,KOR,KOR,35.907757,127.766922,0,0,Q884,36.0,128.0,South Korea,sovereign state in East Asia
1141,Synopsys,United States,5.17,0.9424,9.57,56.59,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1141,Telenor,Norway,10.14,0.5388,22.35,16.93,NOR,NO,NOR,NOR,60.472024,8.468946,1,0,Q20,65.0,11.0,Norway,country in northern Europe
1143,Equity Residential,United States,2.78,0.9182,20.1,24.02,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1144,CJ Corporation,South Korea,31.67,0.1564,38.15,2.29,KOR,KR,KOR,KOR,35.907757,127.766922,0,0,Q884,36.0,128.0,South Korea,sovereign state in East Asia
1145,Toray Industries,Japan,18.88,0.5283,24.74,9.13,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1146,Cosmo Energy Holdings,Japan,21.2,0.9208,17.56,2.82,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1147,Hertz Global Holdings,United States,8.92,1.83,23.75,2.33,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1147,T Rowe Price,United States,6.16,1.38,12.16,24.14,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1149,Israel Discount Bank,Israel,3.94,1.04,106.78,6.16,ISR,IL,ISR,ISR,31.046051,34.851612,1,0,Q801,31.0,35.0,Israel,sovereign state in the Middle East
1150,Seazen Group,China,17.23,0.0597,67.08,1.52,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1151,Fortinet,United States,4.72,0.9666,6.83,50.64,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1151,Towngas,Hong Kong,7.78,0.6702,21.59,17.0,HKG,HK,HKG,HKG,22.396428,114.109497,1,0,Q8646,22.28,114.16,Hong Kong,special administrative region of China
1153,Terna,Italy,2.93,0.904,24.39,17.6,ITA,IT,ITA,ITA,41.87194,12.56738,1,0,Q38,42.5,12.5,Italy,country in Southern Europe
1154,National Bank of Greece,Greece,2.8,1.18,83.37,5.0,GRC,GR,GRE,GRE,39.074208,21.824312,1,0,Q41,38.5,23.0,Greece,country in southeastern Europe
1155,Finatis,France,35.34,-0.2806,35.33,0.032,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
1156,GAIL India,India,17.77,1.07,13.05,8.65,IND,IN,IND,IND,20.593684,78.96288,1,0,Q668,22.8,83.0,India,country in South Asia
1157,Hyundai Steel,South Korea,20.43,0.5798,29.1,3.54,KOR,KR,KOR,KOR,35.907757,127.766922,0,0,Q884,36.0,128.0,South Korea,sovereign state in East Asia
1158,Mitsubishi Motors,Japan,18.46,1.22,15.59,5.71,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1159,Cellnex Telecom,Spain,3.8,-0.3068,47.9,29.7,ESP,ES,ESP,ESP,40.463667,-3.74922,1,0,Q29,40.2,-3.5,Spain,country in southwestern Europe
1160,Westinghouse Air Brake Technologies,United States,8.63,0.653,18.67,17.84,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1161,Naver,South Korea,6.36,0.5883999999999999,26.81,22.23,KOR,KR,KOR,KOR,35.907757,127.766922,0,0,Q884,36.0,128.0,South Korea,sovereign state in East Asia
1162,Alstom,France,17.38,-0.6141,30.72,9.7,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
1163,China Galaxy Securities,China,4.24,1.06,89.94,6.06,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1164,Telecom Italia,Italy,16.59,-3.07,66.2,6.28,ITA,IT,ITA,ITA,41.87194,12.56738,1,0,Q38,42.5,12.5,Italy,country in Southern Europe
1165,Ganfeng Lithium,China,6.08,3.02,11.39,13.96,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1166,Evergy,United States,5.93,0.7727999999999999,29.69,14.37,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1167,Experian,Ireland,6.47,0.9374,10.42,30.99,IRL,IE,IRL,IRL,53.41291,-8.24389,1,0,Q27,53.0,-8.0,Republic of Ireland,sovereign state in northwestern Europe covering five-sixths of the island of Ireland
1167,Kajima,Japan,17.87,0.7947000000000001,20.95,6.46,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1169,LPL Financial Holdings,United States,8.95,1.05,9.17,14.82,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1170,Kao ,Japan,11.79,0.6541,13.08,18.93,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1171,Copart,United States,3.67,1.08,5.93,37.6,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1172,Vistra Energy,United States,17.84,-1.23,33.82,8.93,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1173,Brookfield Business,United States,11.3,0.9082,27.58,1.8,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1174,Yum China Holdings,China,9.82,0.631,11.96,26.18,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1175,Cadence Design,United States,3.68,0.8553999999999999,5.17,55.97,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1176,Wuxi Apptec,China,5.84,1.31,9.92,26.57,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1177,Hydro One,Canada,5.98,0.8065,23.22,17.64,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
1178,Sojitz,Japan,18.3,0.8209,19.99,4.43,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1179,NRG Energy,United States,31.11,-1.85,29.7,7.2,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1180,NARI Technology Development,China,6.85,0.9616,10.76,25.0,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1181,China Steel,Taiwan,14.0,0.2068,22.27,14.64,TWN,TW,TPE,TPE,23.69781,120.960515,0,0,Q865,24.0,121.0,Taiwan,"democratic republic in East Asia, also known as the Republic of China since 1949"
1181,Hunan Valin Steel,China,24.33,0.7228,18.78,4.99,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1183,Martin Marietta Materials,United States,6.28,0.9668,14.89,24.64,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1184,Olympus,Japan,6.86,1.04,10.55,22.47,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1185,East West Bancorp,United States,2.98,1.21,67.25,6.23,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1186,SK Telecom,South Korea,13.39,0.6947000000000001,24.76,7.93,KOR,KR,KOR,KOR,35.907757,127.766922,0,0,Q884,36.0,128.0,South Korea,sovereign state in East Asia
1187,Vienna Insurance Group,Austria,12.73,0.4818,50.91,7.57,AUT,AT,AUT,AUT,47.516231,14.550072,1,0,Q40,48.0,14.0,Austria,country in Europe
1188,Grupo Carso,Mexico,10.18,1.03,13.29,12.57,MEX,MX,MEX,MEX,23.634501,-102.552784,1,0,Q96,23.0,-102.0,Mexico,sovereign state in North America
1189,Coinbase,United States,2.8,-2.27,139.3,13.66,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1190,Indorama Ventures,Thailand,18.71,0.8627,18.01,5.57,THA,TH,THA,THA,15.870032,100.992541,1,0,Q869,14.0,101.0,Thailand,sovereign state in Southeast Asia
1191,Ferrovial,Spain,7.94,0.1955,28.05,22.68,ESP,ES,ESP,ESP,40.463667,-3.74922,1,0,Q29,40.2,-3.5,Spain,country in southwestern Europe
1192,Foshan Haitian Flavouring and Food,China,3.67,0.8874,5.03,46.5,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1193,American Equity Investment,United States,3.77,1.22,62.26,3.29,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1193,VakifBank,Turkey,8.49,0.6075,77.5,4.02,TUR,TR,TUR,TUR,38.963745,35.243322,1,0,Q43,39.0,36.0,Turkey,sovereign state spanning in Europe and Asia
1195,Hua Nan Financial,Taiwan,2.69,0.5806,118.11,9.8,TWN,TW,TPE,TPE,23.69781,120.960515,0,0,Q865,24.0,121.0,Taiwan,"democratic republic in East Asia, also known as the Republic of China since 1949"
1196,Metro,Canada,14.76,0.6728,10.06,13.34,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
1197,Tohoku Electric Power,Japan,22.19,-0.9412999999999999,39.16,2.67,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1198,Digital Realty Trust,United States,4.9,0.3733,41.95,28.09,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1199,Piraeus Financial Holdings,Greece,2.68,0.9984,80.75,3.22,GRC,GR,GRE,GRE,39.074208,21.824312,1,0,Q41,38.5,23.0,Greece,country in southeastern Europe
1200,Swatch Group,Switzerland,7.85,0.845,15.02,17.27,CHE,CH,SUI,SUI,46.818188,8.227512,1,0,Q39,46.8,8.23,Switzerland,federal state in Western Europe
1201,Scor,France,16.95,-0.3163,53.02,4.54,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
1202,Banco de Sabadell,Spain,7.87,0.4997,269.96,5.58,ESP,ES,ESP,ESP,40.463667,-3.74922,1,0,Q29,40.2,-3.5,Spain,country in southwestern Europe
1203,Faurecia,France,26.76,-0.4013,34.38,3.82,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
1204,Banco BPM,Italy,5.36,0.7419,202.44,6.17,ITA,IT,ITA,ITA,41.87194,12.56738,1,0,Q38,42.5,12.5,Italy,country in Southern Europe
1205,Amadeus IT Group ,Spain,4.71,1.08,12.65,31.11,ESP,ES,ESP,ESP,40.463667,-3.74922,1,0,Q29,40.2,-3.5,Spain,country in southwestern Europe
1206,Bank Of Guiyang,China,4.51,0.8932,96.68,3.1,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1207,Expedia Group,United States,12.08,0.329,24.99,13.98,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1208,Dongguan Rural Commercial Bank,China,3.76,0.8886000000000001,94.63,5.95,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1209,WESCO International,United States,22.01,0.8763,14.97,6.64,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1210,Campbell Soup,United States,9.18,0.813,11.97,16.39,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1211,Wolters Kluwer,Netherlands,5.73,1.08,10.15,29.77,NLD,NL,NED,NED,52.132633,5.291266,1,0,Q55,52.32,5.55,Netherlands,"country in western Europe, continental part of Kingdom of the Netherlands"
1212,Tourmaline Oil,Canada,5.8,2.37,13.32,14.71,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
1213,First Horizon,United States,3.83,0.957,80.73,5.88,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1214,Xiamen International Trade Group,China,78.08,0.45439999999999997,21.13,2.82,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1215,Yuexiu Property ,Hong Kong,10.73,0.5851000000000001,49.83,5.26,HKG,HK,HKG,HKG,22.396428,114.109497,1,0,Q8646,22.28,114.16,Hong Kong,special administrative region of China
1216,Popular,United States,3.34,1.05,67.68,4.08,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1217,Smurfit Kappa Group,Ireland,13.46,0.9891,13.59,9.6,IRL,IE,IRL,IRL,53.41291,-8.24389,1,0,Q27,53.0,-8.0,Republic of Ireland,sovereign state in northwestern Europe covering five-sixths of the island of Ireland
1218,Chongqing Zhifei Biological Products,China,5.89,1.12,6.29,25.82,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1218,Zions Bancorp,United States,3.71,0.9,88.57,3.53,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1220,Zhongyuan Bank,China,7.22,0.5458999999999999,190.85,2.79,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1221,JM Smucker,United States,8.33,0.7102,16.02,16.87,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1222,Pegatron,Taiwan,44.2,0.5064,20.7,6.1,TWN,TW,TPE,TPE,23.69781,120.960515,0,0,Q865,24.0,121.0,Taiwan,"democratic republic in East Asia, also known as the Republic of China since 1949"
1223,WEG,Brazil,5.97,0.8865,5.7,33.13,BRA,BR,BRA,BRA,-14.235004,-51.92528,1,0,Q155,-14.0,-53.0,Brazil,country in South America
1223,Western Digital,United States,15.75,-0.093,25.05,10.68,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1225,Lumen Technologies,United States,17.48,-1.55,45.58,2.29,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1226,Kuaishou Technology,China,13.95,-2.08,12.85,28.58,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1227,Olam Group,Singapore,39.81,0.4562,24.01,4.39,SGP,SG,SGP,SIN,1.352083,103.819836,1,0,Q334,1.3,103.8,Singapore,sovereign city-state in Southeast Asia
1228,Keysight Technologies,United States,5.55,1.16,8.45,25.59,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1229,Ford Otosan,Turkey,11.8,1.19,5.98,9.3,TUR,TR,TUR,TUR,38.963745,35.243322,1,0,Q43,39.0,36.0,Turkey,sovereign state spanning in Europe and Asia
1230,BCI-Banco Credito,Chile,4.47,0.8933,85.31,5.09,CHL,CL,CHI,CHI,-35.675147,-71.542969,1,0,Q298,-33.0,-71.0,Chile,sovereign state in South America
1230,MSCI,United States,2.28,0.8809,5.06,37.92,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1230,Quest Diagnostics,United States,9.6,0.789,12.79,15.29,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1233,HBIS,China,20.93,0.19519999999999998,37.04,3.5,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1233,Molson Coors Brewing,United States,10.83,-0.2543,25.85,14.03,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1235,AGCO,United States,13.3,0.9703999999999999,10.81,9.51,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1236,Chailease Holding,Taiwan,2.9,0.9131,28.54,11.39,TWN,TW,TPE,TPE,23.69781,120.960515,0,0,Q865,24.0,121.0,Taiwan,"democratic republic in East Asia, also known as the Republic of China since 1949"
1237,Autodesk,United States,4.95,0.823,9.44,41.87,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1238,Qinghai Salt Lake Industry,China,3.85,2.08,6.17,15.38,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1239,Western Alliance Bancorp.,United States,3.33,0.9594,71.05,2.98,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1240,Atmos Energy,United States,4.56,0.8292,21.31,16.99,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1241,Osaka Gas,Japan,16.27,0.6237999999999999,23.54,6.89,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1242,Datang International Power,China,17.16,-0.2369,43.89,3.75,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1242,PGE Polska Grupa Energetyczna,Poland,16.73,0.753,19.88,3.64,POL,PL,POL,POL,51.919438,19.145136,1,0,Q36,52.0,19.0,Poland,country in Central Europe
1244,Guanghui Energy Co. Ltd.,China,10.07,1.77,9.12,8.46,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1245,Kawasaki Kisen Kaisha,Japan,7.07,6.52,15.84,5.8,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1245,Rexel,France,19.66,0.9692999999999999,13.78,6.71,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
